CountryName,CountryCode,SeriesName,SeriesCode,1990,2000,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
Aruba,ABW,"Population, total",SP.POP.TOTL,62152,90866,102050,102565,103165,103776,104339,104865,105361,105846,106310,106766
Aruba,ABW,Population growth (annual %),SP.POP.GROW,1.816829615,2.06484056,0.3779794894,0.5033854678,0.5832904303,0.5905081888,0.5410483371,0.5028595136,0.4718740026,0.4592658884,0.4374146758,0.4280169481
Aruba,ABW,Surface area (sq. km),AG.SRF.TOTL.K2,180,180,180,180,180,180,180,180,180,180,0,0
Aruba,ABW,Population density (people per sq. km of land area),EN.POP.DNST,345.2888889,504.8111111,566.9444444,569.8055556,573.1388889,576.5333333,579.6611111,582.5833333,585.3388889,588.0333333,590.6111111,593.1444444
Aruba,ABW,Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,0,0,0,0,0,0,0,0,0,0,0,0
Aruba,ABW,Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),SI.POV.DDAY,0,0,0,0,0,0,0,0,0,0,0,0
Aruba,ABW,"GNI, Atlas method (current US$)",NY.GNP.ATLS.CD,760302230.6,1817009854,2290680023,2412460160,2528399467,2630866335,2770959446,2814340575,2857452095,0,0,0
Aruba,ABW,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,12230,20000,22450,23520,24510,25350,26560,26840,27120,0,0,0
Aruba,ABW,"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,23060,31620,31000,32030,34610,35420,35740,35880,36750,0,0,0
Aruba,ABW,Income share held by lowest 20%,SI.DST.FRST.20,0,0,0,0,0,0,0,0,0,0,0,0
Aruba,ABW,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,73.468,73.787,75.158,75.299,75.441,75.583,75.725,75.868,76.01,76.152,76.293,0
Aruba,ABW,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,2.249,1.872,1.779,1.795,1.813,1.834,1.854,1.872,1.886,1.896,1.901,0
Aruba,ABW,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,50.27,43.593,29.582,28.512,27.3444,26.1768,25.0092,23.8416,22.674,21.1736,19.6732,0
Aruba,ABW,"Contraceptive prevalence, any method (% of married women ages 15-49)",SP.DYN.CONU.ZS,0,0,0,0,0,0,0,0,0,0,0,0
Aruba,ABW,Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS,0,0,0,0,0,0,0,0,0,0,0,0
Aruba,ABW,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,0,0,0,0,0,0,0,0,0,0,0,0
Aruba,ABW,"Prevalence of underweight, weight for age (% of children under 5)",SH.STA.MALN.ZS,0,0,0,0,0,0,0,0,0,0,0,0
Aruba,ABW,"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,0,0,0,0,0,0,0,0,0,0,0,0
Aruba,ABW,"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,0,97.14286041,0,0,96.57064056,101.1805573,0,0,0,0,0,0
Aruba,ABW,"School enrollment, primary (% gross)",SE.PRM.ENRR,0,110.7881775,105.2558594,104.0871277,116.039299,117.1080933,0,0,0,0,0,0
Aruba,ABW,"School enrollment, secondary (% gross)",SE.SEC.ENRR,0,96.51616669,97.02787781,111.1597672,0,0,0,0,0,0,0,0
Aruba,ABW,"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,0,0.992659986,1.008710027,1.021559954,0,0,0,0,0,0,0,0
Aruba,ABW,"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,0,0,0,0,0,0,0,0,0,0,0,0
Aruba,ABW,Forest area (sq. km),AG.LND.FRST.K2,4.2,4.2,4.2,4.2,4.2,4.2,4.2,4.2,4.2,4.2,4.2,4.2
Aruba,ABW,Terrestrial and marine protected areas (% of total territorial area),ER.PTD.TOTL.ZS,0,0,0,0,0,0,0,0.5279831045,0.1411634561,0.1411634561,0,0
Aruba,ABW,"Annual freshwater withdrawals, total (% of internal resources)",ER.H2O.FWTL.ZS,0,0,0,0,0,0,0,0,0,0,0,0
Aruba,ABW,Urban population growth (annual %),SP.URB.GROW,1.784062159,1.191999611,0.1004612167,0.5439310626,0.6605611622,0.7077329383,0.6960895538,0.6979013826,0.7062191782,0.7317398835,0.7480277283,0.7746305464
Aruba,ABW,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,0,0,0,0,0,0,0,0,0,0,0,0
Aruba,ABW,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,0,0,0,0,0,0,0,0,0,0,0,0
Aruba,ABW,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,0,0,0,0,0,0,0,0,0,0,0,0
Aruba,ABW,GDP (current US$),NY.GDP.MKTP.CD,764887117.2,1873452514,2549720670,2534636872,2727849721,2790849162,2962905028,2983636872,3092430168,3202188607,0,0
Aruba,ABW,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,3.961401727,7.616588194,3.44605475,-1.369863014,4.198232323,0.3,5.700000876,2.099999586,1.999999104,0,0,0
Aruba,ABW,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,5.815737983,1.048271456,3.107300649,0.7890860843,3.286685576,2.003480469,0.4399239931,-1.371485004,1.614051547,0,0,0
Aruba,ABW,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,0,0.4100218281,0,0,0,0,0,0,0,0,0,0
Aruba,ABW,"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,0,15.82535158,0,0,0,0,0,0,0,0,0,0
Aruba,ABW,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,0,74.40032444,67.81332165,65.24134891,76.54831163,78.27550385,72.85295945,71.82038849,72.54866459,73.79939714,0,0
Aruba,ABW,Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,0,70.67285327,83.7861525,82.43332599,85.34296869,84.60658,72.98080282,70.41928812,71.2555733,74.62640531,0,0
Aruba,ABW,Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,0,25.49590276,28.50569676,26.64756447,23.82585502,23.11147707,21.53894726,20.57500104,20.55118414,21.57524578,0,0
Aruba,ABW,"Revenue, excluding grants (% of GDP)",GC.REV.XGRT.GD.ZS,0,0,0,0,0,0,0,0,0,0,0,0
Aruba,ABW,Time required to start a business (days),IC.REG.DURS,0,0,0,0,0,0,0,0,0,0,0,0
Aruba,ABW,Domestic credit provided by financial sector (% of GDP),FS.AST.DOMS.GD.ZS,0,0,0,0,0,0,0,0,0,0,0,0
Aruba,ABW,Tax revenue (% of GDP),GC.TAX.TOTL.GD.ZS,0,0,0,0,0,0,0,0,0,0,0,0
Aruba,ABW,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,0,0,0,0,0,0,0,0,0,0,0,0
Aruba,ABW,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,0,16.51018679,0,131.6302652,134.5495788,134.6194615,135.13384,0,0,0,0,0
Aruba,ABW,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,0,0,4.79098829,11.25918122,5.140044047,7.322688277,4.968985791,4.042395105,6.540014545,8.314287698,4.35366898,6.756352517
Aruba,ABW,Statistical Capacity Score (Overall Average) (scale 0 - 100),IQ.SCI.OVRL,0,0,0,0,0,0,0,0,0,0,0,0
Aruba,ABW,Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,96.26425032,272.496034,435.2191253,135.5036313,60.70631338,57.69455483,53.58622653,50.54727049,0,0,0,0
Aruba,ABW,Net barter terms of trade index (2000 = 100),TT.PRI.MRCH.XD.WD,0,100,103.0980757,104.5878594,101.8871995,96.53252565,111.6584396,126.3141791,124.3809384,119.7753962,121.6806002,121.0373511
Aruba,ABW,"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,0,0,0,0,0,0,0,0,0,0,0,0
Aruba,ABW,"Total debt service (% of exports of goods, services and primary income)",DT.TDS.DECT.EX.ZS,0,0,0,0,0,0,0,0,0,0,0,0
Aruba,ABW,Net migration,SM.POP.NETM,0,0,0,1253,0,0,0,0,1004,0,0,0
Aruba,ABW,"Personal remittances, received (current US$)",BX.TRF.PWKR.CD.DT,0,1083798.883,5307262.57,4860335.196,6337950.838,7465211.173,8083713.408,52682566.15,56140340.16,36920295.45,34264018.27,35002157.94
Aruba,ABW,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,130502793.3,-127932960.9,488156424.6,-314692737.4,226371388.8,250618095,-28775856.42,27551267.63,162463551.5,135921173.4,-75226540.68,143116090.1
Aruba,ABW,Net official development assistance and official aid received (current US$),DT.ODA.ALLD.CD,29979999.54,11500000,0,0,0,0,0,0,0,0,0,0
Africa Eastern and Southern,AFE,"Population, total",SP.POP.TOTL,304648010,398113044,532760424,547482863,562601578,578075373,593871847,609978946,626392880,643090131,660046272,677243299
Africa Eastern and Southern,AFE,Population growth (annual %),SP.POP.GROW,2.913058531,2.612275506,2.756619249,2.763425798,2.761495568,2.750400213,2.73259764,2.712217978,2.690901728,2.665619539,2.636666337,2.605427487
Africa Eastern and Southern,AFE,Surface area (sq. km),AG.SRF.TOTL.K2,12718531,12600931,15121164.46,15121164.56,15121160.4,15121160.57,15121160.08,15121155.27,15121155.64,15121157.39,0,0
Africa Eastern and Southern,AFE,Population density (people per sq. km of land area),EN.POP.DNST,20.61501871,27.12502645,35.97997446,36.97425033,37.99527886,39.04038455,40.10706666,41.19511368,42.30370887,43.43136716,44.5765074,45.73791597
Africa Eastern and Southern,AFE,Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,0,0,0,0,0,0,0,0,0,0,0,0
Africa Eastern and Southern,AFE,Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),SI.POV.DDAY,0,0,0,0,0,0,0,0,0,0,0,0
Africa Eastern and Southern,AFE,"GNI, Atlas method (current US$)",NY.GNP.ATLS.CD,194659811942,265489703988,833064886148,913822384684,955209805546,969487212751,937981691131,899966308262,902965222130,961233359413,1013683788552,952399806338
